Math_S11,Critical Reading_S11,Citizen Competencies_S11,Biology_S11,English_S11,Quantitative Reasoning_PRO,Critical Reading_PRO,Citizen Competencies_PRO,English_PRO,Written Communication_PRO,Formulation of Engineering Projects_PRO,Cluster,Efficient
57,56,53,51,60,58,39,50,69,71,139,1,1
58,51,56,65,43,85,81,62,22,30,130,1,1
65,52,53,55,59,79,55,60,59,19,114,1,1
55,54,56,60,48,27,33,84,32,77,137,1,1
50,47,52,47,44,31,7,9,30,2,137,1,0
64,49,50,58,49,97,47,24,57,26,108,1,1
54,52,65,47,39,96,16,42,53,32,124,1,1
54,47,52,55,54,56,44,18,63,22,124,1,0
59,58,58,53,53,87,37,16,74,1,105,1,0
64,43,51,57,46,73,45,24,51,68,107,1,1
58,50,56,62,42,40,40,46,8,38,140,1,0
56,53,50,63,52,52,8,6,38,17,106,1,0
53,55,58,53,49,53,64,4,68,20,162,1,0
43,53,50,55,52,55,46,61,57,33,146,1,1
52,56,55,58,59,80,61,72,82,31,147,1,1
49,54,49,52,58,13,63,24,79,55,129,1,1
60,54,55,56,48,64,33,27,53,42,148,1,0
45,41,51,45,43,69,20,34,23,8,155,1,0
53,43,39,51,40,35,3,6,38,20,89,1,0
58,56,56,62,70,75,75,31,73,47,120,1,1
68,59,62,58,68,41,24,13,89,10,67,1,0
64,60,54,66,53,79,51,33,76,1,149,1,0
43,48,51,43,50,39,17,17,60,40,111,1,0
64,64,64,64,42,82,67,45,25,0,133,1,0
58,57,56,63,52,74,59,60,52,16,143,1,1
49,59,58,58,65,65,77,56,62,4,172,1,1
45,54,45,50,46,44,15,78,52,40,120,1,1
45,50,45,42,48,62,51,35,18,32,141,1,1
64,66,60,58,49,44,32,37,66,25,155,1,0
60,54,53,47,67,17,59,83,67,76,128,1,1
54,57,58,46,46,32,48,83,72,66,66,1,1
70,62,56,58,64,91,14,21,78,63,145,1,0
54,57,55,62,57,85,50,86,49,56,150,1,1
60,50,56,58,53,65,42,6,52,15,135,1,0
66,53,50,55,48,65,72,38,49,43,151,1,1
53,43,41,43,48,57,10,22,47,6,126,1,0
70,56,56,71,52,65,21,10,84,14,122,1,0
45,45,51,53,42,15,9,33,34,4,103,1,0
57,50,43,51,43,46,18,50,11,1,141,1,0
60,64,58,47,48,87,26,48,46,46,128,1,1
78,60,70,68,44,96,53,32,21,9,112,1,0
81,57,56,64,50,98,30,4,35,78,178,1,0
54,52,60,59,49,62,23,36,50,63,126,1,1
63,65,62,57,55,56,47,59,24,23,157,1,0
65,63,58,58,39,65,60,75,44,23,159,1,1
64,50,56,54,49,72,36,49,71,99,152,1,1
56,54,56,66,57,81,5,6,75,28,28,1,0
40,40,46,38,53,8,2,19,6,31,133,1,0
54,57,47,52,53,85,80,22,80,51,161,1,1
61,53,64,55,52,55,15,47,12,0,114,1,0
64,54,55,58,67,71,55,62,76,59,116,1,1
57,51,64,56,52,70,8,33,7,0,103,1,0
71,47,46,49,52,84,14,1,14,76,122,1,0
42,54,43,46,46,25,1,6,39,8,126,1,0
52,50,45,47,46,52,27,42,40,32,149,1,1
43,45,54,41,40,58,4,9,3,47,130,1,0
59,55,73,62,48,71,24,62,21,68,131,1,0
73,69,62,69,67,88,35,57,49,44,182,1,0
55,49,56,55,52,43,47,50,53,0,142,1,0
57,66,62,61,50,77,64,33,19,66,132,1,0
52,54,49,58,53,70,60,2,70,36,176,1,1
64,52,53,60,40,85,67,41,26,19,145,1,1
61,45,62,60,54,45,15,29,61,42,122,1,0
55,49,52,46,50,71,49,57,43,24,174,1,1
76,56,60,65,50,85,40,70,37,15,128,1,0
50,56,47,48,50,90,11,53,10,41,109,1,0
55,60,60,67,50,64,49,11,73,63,169,1,1
48,50,51,57,44,53,10,7,15,41,126,1,0
54,68,55,62,54,66,89,32,2,86,167,1,1
57,55,58,62,46,90,54,76,43,35,144,1,1
71,69,73,75,62,70,62,57,38,7,168,1,0
43,56,58,53,54,31,38,14,58,14,163,1,0
54,64,55,70,42,86,55,77,13,47,167,1,1
47,59,60,55,52,53,55,38,56,64,147,1,1
60,64,55,43,58,73,43,26,72,80,85,1,1
56,47,46,55,46,70,28,16,39,27,120,1,0
49,41,53,47,55,51,41,62,51,78,138,1,1
64,62,64,68,72,66,25,49,67,64,151,1,0
62,56,47,55,39,91,63,56,73,51,170,1,1
52,43,53,56,55,83,30,76,63,47,170,1,1
55,71,65,61,58,88,64,32,1,57,114,1,0
50,62,67,47,58,88,34,74,44,28,158,1,1
40,47,56,48,44,23,64,14,14,30,167,1,0
48,60,62,61,59,35,16,44,52,57,112,1,0
47,54,51,47,46,37,20,22,2,3,124,1,0
70,64,51,63,65,92,24,20,76,0,126,1,0
48,51,56,59,52,58,24,52,73,49,154,1,1
61,54,52,53,54,86,45,62,71,60,166,1,1
61,31,40,50,43,89,30,3,30,77,67,1,1
58,61,65,64,52,71,82,92,6,4,167,1,1
78,69,64,68,67,85,2,5,93,47,87,1,0
70,65,66,55,53,60,3,1,57,83,80,1,0
60,52,51,57,58,37,31,7,76,8,133,1,0
45,56,58,57,58,58,47,60,80,68,124,1,1
61,45,58,62,49,92,60,8,72,0,155,1,1
61,40,54,55,43,46,71,53,32,4,150,1,1
53,66,70,59,54,93,81,17,55,22,160,1,1
54,61,58,60,53,65,39,37,65,64,152,1,1
47,43,47,47,43,9,12,2,23,4,88,1,0
60,50,49,58,50,86,51,82,46,89,139,1,1
55,52,60,57,65,84,43,17,72,69,69,1,1
47,52,51,53,46,28,21,26,34,33,92,1,0
46,47,48,51,54,27,4,23,66,0,140,1,0
71,63,60,65,64,65,25,62,66,58,147,1,0
57,50,49,51,46,69,34,9,65,9,132,1,0
53,50,39,42,48,71,55,87,27,0,172,1,1
51,33,37,49,46,67,21,12,29,17,115,1,0
64,54,65,65,55,78,57,67,75,17,168,1,1
45,31,50,49,43,6,10,13,7,7,104,1,0
61,49,46,48,40,50,8,23,32,25,97,1,0
59,54,55,47,50,62,36,31,37,42,149,1,0
58,51,56,52,49,16,35,34,48,98,127,1,1
50,43,55,57,46,41,20,28,17,84,126,1,0
65,61,60,57,55,69,71,37,57,0,137,1,0
67,62,53,60,48,82,45,64,53,80,197,1,1
60,52,45,72,62,97,1,46,91,77,101,1,1
55,51,46,56,43,66,28,39,40,41,145,1,1
58,43,51,62,46,77,47,51,49,50,146,1,1
55,58,58,67,50,60,16,61,58,32,120,1,0
61,55,54,61,44,90,43,18,52,80,154,1,1
65,61,64,58,50,73,74,86,40,3,157,1,1
66,53,54,59,43,88,63,57,46,77,140,1,1
67,56,62,55,52,86,75,28,54,73,103,1,1
47,56,67,64,48,52,38,21,20,50,151,1,0
52,41,49,49,53,36,25,14,38,69,66,1,0
65,65,54,63,74,66,71,7,81,53,141,1,0
55,56,46,55,70,58,36,35,83,72,166,1,1
54,63,50,54,46,58,86,67,29,72,169,1,1
58,57,46,55,48,65,17,2,11,1,116,1,0
52,54,62,52,48,62,83,49,36,3,166,1,1
58,59,62,61,60,79,68,45,68,47,149,1,1
68,49,54,65,39,93,62,30,12,58,177,1,1
51,40,52,55,53,42,7,9,29,10,90,1,0
50,48,49,46,40,60,16,41,21,44,128,1,0
62,54,56,55,49,73,41,47,47,15,141,1,0
45,46,36,46,48,51,15,3,10,28,89,1,0
49,47,56,60,46,45,54,52,26,43,132,1,1
55,58,56,59,50,69,55,72,86,29,145,1,1
59,69,58,75,43,79,55,77,69,4,183,1,1
51,47,46,40,43,66,9,20,21,18,143,1,0
48,43,41,34,53,77,4,18,62,76,99,1,1
49,47,54,54,40,1,50,43,10,86,121,1,0
58,54,60,59,44,78,76,58,55,26,164,1,1
49,59,43,52,55,60,69,7,38,19,168,1,0
46,49,54,55,57,21,21,48,49,11,133,1,0
60,60,62,65,48,75,31,72,61,58,195,1,1
68,54,65,62,57,73,54,11,60,60,128,1,0
64,69,73,67,58,79,42,37,49,59,37,1,0
64,64,77,72,54,82,40,3,70,28,124,1,0
60,57,56,53,55,82,35,36,63,92,188,1,1
52,43,41,43,40,30,9,25,5,0,113,1,0
63,51,50,65,52,88,40,72,51,12,165,1,1
58,53,50,61,49,86,49,77,18,4,166,1,1
60,50,49,52,68,28,43,50,59,57,122,1,0
60,41,36,43,43,81,21,36,42,36,115,1,1
63,54,53,61,50,100,78,21,61,16,192,1,1
54,55,50,43,46,38,43,25,25,17,124,1,0
52,59,47,56,55,48,40,37,46,73,152,1,1
59,60,52,64,65,100,6,31,86,41,86,1,0
57,43,53,58,52,17,58,13,55,92,121,1,1
64,56,56,58,60,42,6,9,43,66,66,1,0
50,46,33,45,48,41,7,10,29,14,102,1,0
58,65,62,69,54,83,51,35,56,66,157,1,1
58,61,58,55,76,79,37,39,88,0,177,1,0
56,48,58,64,50,60,1,40,70,71,124,1,1
58,66,70,52,43,65,60,79,32,33,154,1,1
45,35,52,47,40,43,20,37,28,0,94,1,0
43,55,56,57,42,72,61,57,61,93,142,1,1
81,56,65,74,52,93,9,47,10,59,128,1,0
76,71,60,60,57,22,53,56,62,27,121,1,0
67,62,65,55,55,98,58,34,23,92,92,1,1
64,48,49,60,50,85,60,14,58,15,155,1,1
39,48,62,48,50,49,8,45,33,63,159,1,1
63,53,50,57,53,79,52,49,66,35,139,1,1
55,54,58,61,62,59,44,23,83,22,168,1,0
54,59,58,52,62,50,39,70,79,43,160,1,1
56,64,65,61,58,74,25,16,58,22,183,1,0
57,62,56,46,54,52,74,65,54,31,133,1,1
60,50,47,59,48,94,80,32,47,21,178,1,1
67,62,62,54,50,63,46,88,76,19,174,1,1
56,66,53,55,53,72,43,77,67,44,175,1,1
56,57,70,54,48,85,48,37,70,29,163,1,1
50,58,60,43,46,53,25,11,11,57,139,1,0
67,60,62,67,50,34,74,80,73,16,159,1,1
65,65,56,63,44,94,28,14,9,4,85,1,0
60,59,53,61,52,85,28,17,74,18,172,1,0
53,54,62,51,55,91,40,67,77,4,164,1,1
59,64,62,64,64,90,22,48,63,55,144,1,0
47,48,55,52,48,58,56,6,3,22,152,1,0
63,61,58,57,58,85,46,3,26,86,154,1,0
53,66,58,56,65,68,19,15,64,12,161,1,0
57,62,67,59,57,63,40,37,38,70,166,1,0
51,57,64,54,38,27,19,75,33,17,153,1,0
82,59,62,71,59,36,29,66,82,35,124,1,0
56,57,58,57,52,40,74,78,4,69,144,1,1
77,71,56,64,68,83,7,8,83,66,108,1,0
63,65,56,63,52,80,65,51,53,54,175,1,1
74,72,58,60,76,31,6,16,71,5,112,1,0
52,68,60,58,53,91,55,45,58,57,167,1,1
56,57,54,57,50,77,83,44,7,60,137,1,1
57,53,54,50,65,38,9,10,77,30,107,1,0
62,52,56,57,49,43,63,86,54,41,152,1,1
54,47,44,55,50,63,40,45,57,16,152,1,1
48,62,55,45,52,75,6,3,75,8,136,1,0
43,49,48,52,48,87,74,30,26,0,150,1,1
56,59,60,62,72,95,55,20,94,6,154,1,1
40,38,46,48,46,67,49,65,49,72,129,1,1
62,71,47,61,67,57,9,50,84,86,166,1,1
57,43,56,61,43,62,46,29,29,85,189,1,1
49,45,44,57,49,40,10,8,56,14,143,1,0
55,58,58,55,58,42,21,11,58,1,126,1,0
54,52,56,52,59,68,39,60,78,9,135,1,1
57,60,64,75,48,58,46,57,75,49,180,1,1
55,35,51,49,64,40,14,2,54,37,125,1,0
43,41,41,51,43,64,29,13,71,55,104,1,1
53,50,56,49,53,59,10,26,40,68,157,1,0
59,51,50,55,55,83,41,31,63,28,159,1,1
59,49,42,58,57,83,6,12,85,9,144,1,0
46,51,56,49,42,34,67,59,24,12,166,1,1
49,54,47,56,55,72,61,71,77,57,151,1,1
53,53,52,55,58,42,72,27,83,50,167,1,1
49,72,67,63,43,49,54,90,20,60,180,1,1
50,56,47,54,67,30,59,51,61,23,163,1,1
64,58,49,55,42,70,28,59,67,93,157,1,1
55,56,48,46,48,68,35,38,42,16,101,1,0
62,74,91,65,49,92,89,84,40,0,170,1,1
61,51,50,54,50,76,30,45,85,5,154,1,1
61,55,58,62,49,68,65,85,25,9,107,1,0
60,35,41,57,43,88,44,61,72,96,158,1,1
56,64,53,70,54,64,53,28,67,41,135,1,0
53,54,53,58,60,95,89,5,75,61,168,1,1
56,63,58,54,52,48,9,21,45,27,150,1,0
53,50,51,61,53,68,68,59,52,31,160,1,1
82,56,48,75,68,23,1,27,42,52,125,1,0
48,49,48,47,52,80,39,25,60,39,164,1,1
57,62,60,58,48,53,58,62,87,6,140,1,1
61,53,56,61,52,81,71,30,56,53,53,1,1
45,54,53,52,46,79,51,21,50,44,125,1,1
52,59,51,43,52,52,73,83,49,62,165,1,1
70,60,56,67,74,96,10,9,76,67,90,1,0
52,52,58,52,54,33,23,6,38,7,117,1,0
58,57,53,61,42,49,61,21,30,97,134,1,1
60,52,49,62,44,36,47,3,66,20,111,1,0
76,56,58,71,67,7,1,27,79,31,94,1,0
57,55,48,58,49,57,66,18,58,87,115,1,1
55,37,50,49,49,61,38,14,23,72,122,1,1
66,60,58,61,36,88,89,63,17,24,161,1,1
58,61,56,47,55,28,18,12,65,78,78,1,0
65,56,49,53,57,88,9,39,79,66,189,1,1
60,52,53,63,48,64,77,36,62,74,132,1,1
48,52,51,51,62,27,57,46,74,24,116,1,1
45,62,53,57,53,45,38,49,51,48,172,1,1
42,61,60,70,59,76,4,9,3,74,127,1,0
55,56,64,59,55,56,38,63,62,91,118,1,1
50,43,39,52,42,85,34,14,37,71,88,1,1
62,52,47,54,52,80,3,12,47,9,92,1,0
65,50,51,61,57,80,37,86,8,13,146,1,0
45,46,45,46,42,8,6,3,12,42,102,1,0
52,48,49,64,54,77,51,79,50,79,178,1,1
58,68,56,66,52,88,75,27,69,24,141,1,1
63,57,52,48,58,88,35,68,65,43,135,1,1
61,45,50,61,72,83,58,39,72,36,136,1,1
47,38,32,41,39,35,16,14,8,4,114,1,0
32,46,45,32,43,1,1,6,29,27,107,1,0
60,57,58,58,64,87,27,82,51,81,133,1,1
52,54,51,55,49,63,18,4,29,84,129,1,0
50,53,54,46,52,20,4,18,43,27,106,1,0
48,58,49,54,57,53,15,30,68,67,123,1,1
53,55,54,56,58,28,22,49,63,98,116,1,1
68,57,58,57,57,87,49,7,43,39,39,1,0
58,55,52,54,46,59,60,64,4,53,170,1,1
49,56,47,52,42,62,17,34,4,3,136,1,0
87,67,67,63,50,61,68,20,43,36,166,1,0
55,64,60,66,42,84,44,64,2,43,43,1,0
56,45,46,34,48,30,45,30,34,54,111,1,1
61,51,60,55,42,71,50,59,27,98,128,1,1
55,46,51,58,49,44,17,7,5,84,144,1,0
50,58,43,52,46,51,72,80,62,49,90,1,1
50,55,48,58,50,76,72,70,54,56,163,1,1
63,59,62,74,49,56,58,65,60,0,144,1,0
57,58,58,61,49,75,26,44,83,30,30,1,0
46,59,56,65,48,56,64,8,7,15,182,1,0
69,37,54,58,52,83,56,63,68,75,150,1,1
61,62,56,62,54,68,5,16,77,40,165,1,0
67,62,51,57,65,82,44,8,76,3,121,1,0
53,48,45,48,49,57,16,15,51,27,133,1,0
48,42,50,52,52,44,33,68,40,83,134,1,1
48,48,49,55,49,63,12,20,31,30,91,1,0
39,43,43,42,42,37,13,43,5,71,125,1,1
48,64,65,63,58,55,84,58,66,43,138,1,1
81,64,45,67,90,91,54,13,88,5,93,1,0
58,45,52,60,53,80,62,75,47,17,139,1,1
82,44,43,56,54,88,24,67,36,13,130,1,0
53,56,60,61,57,67,45,49,63,73,148,1,1
60,48,47,52,50,52,7,16,32,45,158,1,0
43,57,52,48,52,13,50,11,69,41,120,1,0
49,51,44,30,53,42,3,43,18,73,139,1,1
73,56,56,56,54,79,50,48,63,9,138,1,0
65,49,44,58,48,57,52,40,42,26,130,1,0
64,62,58,67,52,87,17,9,59,71,168,1,0
66,64,64,53,46,94,24,40,61,14,166,1,0
58,57,62,55,54,83,63,80,28,26,146,1,1
46,38,42,58,40,76,34,36,53,45,115,1,1
65,54,45,55,49,75,60,52,35,19,124,1,1
57,46,55,55,50,56,9,29,52,43,134,1,0
61,53,56,57,46,64,14,54,66,2,2,1,0
73,57,62,56,55,66,10,6,86,1,80,1,0
56,52,62,58,52,95,61,53,37,14,184,1,1
55,38,58,55,54,53,28,15,49,84,128,1,1
51,59,60,57,57,64,64,76,65,22,163,1,1
54,59,54,54,57,72,52,48,36,62,192,1,1
68,56,58,70,65,74,36,61,70,17,141,1,0
49,45,52,55,52,48,3,11,18,18,106,1,0
64,51,56,70,42,99,70,65,1,75,176,1,1
73,66,65,63,40,86,82,53,14,63,165,1,1
66,64,67,70,59,72,73,81,74,0,153,1,1
51,55,54,52,50,79,34,23,37,20,143,1,0
63,48,55,56,53,96,71,82,62,8,158,1,1
62,66,62,71,50,69,40,59,63,49,164,1,1
48,49,40,52,50,29,11,11,39,59,102,1,0
58,59,58,58,40,63,73,43,47,57,175,1,1
60,62,60,60,54,88,49,7,56,98,147,1,1
45,51,48,46,52,54,59,45,61,40,138,1,1
53,56,58,58,58,70,64,62,47,32,156,1,1
48,54,47,46,49,41,44,52,33,30,135,1,1
57,58,67,70,42,81,31,62,25,23,172,1,0
49,43,43,50,46,48,20,9,22,37,94,1,0
45,59,60,62,59,56,58,59,63,26,172,1,1
60,62,55,58,60,93,8,22,37,34,92,1,0
58,52,56,62,48,85,58,55,48,13,162,1,1
55,54,55,63,49,66,32,50,7,27,156,1,0
69,56,56,66,58,97,50,62,63,6,162,1,1
47,52,41,59,43,37,11,19,44,43,114,1,0
48,66,58,57,54,63,82,69,76,18,157,1,1
56,61,54,65,52,41,31,25,66,43,133,1,0
43,48,55,51,48,85,45,23,50,34,144,1,1
49,45,44,46,36,58,35,6,30,2,80,1,0
49,45,45,49,48,60,2,18,51,32,144,1,0
46,38,46,48,46,9,5,10,29,12,99,1,0
52,52,60,61,53,83,40,65,52,66,66,1,1
51,53,52,48,44,88,52,32,19,19,136,1,1
58,65,62,58,80,59,50,5,95,50,95,1,0
56,61,67,62,58,93,61,34,54,66,165,1,1
53,48,51,51,68,37,30,35,71,25,156,1,0
49,45,52,57,43,41,33,3,6,62,125,1,0
55,49,56,59,53,20,7,18,44,51,87,1,0
55,51,64,56,57,71,19,1,64,16,98,1,0
64,66,77,65,76,75,75,72,86,0,152,1,0
58,49,52,60,55,85,25,48,71,46,154,1,1
40,55,46,46,42,30,27,25,52,0,110,1,0
64,56,58,59,46,94,44,55,63,50,162,1,1
63,59,49,62,42,68,66,71,61,55,175,1,1
57,53,48,47,46,54,25,18,18,52,93,1,0
42,56,55,50,53,29,18,30,53,23,128,1,0
53,54,51,57,46,33,8,53,54,62,92,1,0
47,59,53,64,53,18,20,49,65,29,137,1,0
48,62,55,57,53,51,6,46,74,50,158,1,1
60,58,43,55,49,47,13,5,72,70,139,1,0
57,58,55,63,48,80,68,20,77,21,21,1,0
60,54,56,56,72,70,45,8,89,28,153,1,0
50,56,58,52,39,61,48,34,67,37,138,1,1
62,69,77,69,46,84,54,69,1,85,106,1,0
63,52,45,68,64,100,46,3,51,59,170,1,1
57,58,58,57,40,81,47,42,53,78,154,1,1
65,51,62,69,78,46,31,6,86,80,133,1,0
50,69,51,52,57,37,46,25,44,10,144,1,0
54,57,47,45,46,24,28,23,32,52,126,1,0
71,63,60,67,43,100,84,50,1,86,174,1,1
60,54,49,58,44,84,5,17,64,12,115,1,0
58,51,52,51,50,62,64,44,51,6,137,1,1
43,46,49,55,42,43,40,40,8,54,137,1,1
63,59,47,59,60,85,51,25,83,4,83,1,0
61,47,42,45,44,19,29,14,46,11,104,1,0
58,49,60,57,52,48,70,59,62,46,124,1,1
73,66,65,72,53,90,36,59,22,43,156,1,0
67,54,62,71,53,99,81,72,2,44,188,1,1
58,59,58,49,50,61,61,59,64,38,96,1,1
60,54,65,54,54,70,46,31,45,12,151,1,0
45,45,62,53,48,28,53,39,33,86,157,1,1
53,53,56,64,62,53,75,17,67,18,140,1,0
65,59,67,67,58,73,2,13,83,90,151,1,0
48,50,56,54,48,70,47,60,38,19,133,1,1
52,59,56,53,44,1,6,4,27,8,142,1,0
60,56,47,55,65,87,21,5,84,53,53,1,0
53,56,56,46,52,61,45,50,28,77,141,1,1
61,61,60,61,67,59,31,10,57,39,115,1,0
77,67,62,65,34,89,59,69,1,7,152,1,0
54,61,62,52,54,46,28,48,70,58,122,1,0
61,49,54,52,57,63,50,12,51,11,113,1,0
54,45,49,53,50,45,63,32,64,27,104,1,1
50,48,41,54,44,95,17,31,48,14,142,1,1
60,58,56,71,49,76,71,10,61,26,26,1,0
49,61,58,49,49,90,20,52,15,17,168,1,0
63,52,53,61,50,77,55,23,41,66,139,1,1
56,54,51,59,62,80,56,5,76,65,97,1,1
52,50,55,47,52,86,50,16,56,94,146,1,1
58,51,54,61,49,79,76,53,62,6,156,1,1
60,60,67,65,54,55,43,33,28,12,151,1,0
57,64,62,61,49,57,69,61,9,28,163,1,0
53,50,53,58,43,32,22,18,18,47,18,1,0
57,49,52,56,46,70,28,14,60,43,126,1,0
67,56,60,60,46,78,84,61,41,51,138,1,1
48,52,49,49,46,38,17,38,57,33,88,1,0
65,61,56,55,53,52,46,16,64,69,131,1,0
56,53,46,49,50,38,25,80,30,37,155,1,1
54,61,48,49,60,86,47,58,80,57,162,1,1
56,49,50,57,40,43,23,3,55,3,131,1,0
60,54,47,48,52,70,26,64,39,75,157,1,1
61,69,64,55,53,55,47,66,30,11,158,1,0
64,69,47,67,54,86,64,66,14,81,151,1,1
65,57,70,67,46,95,75,21,52,50,175,1,1
51,47,54,43,53,56,34,49,48,40,68,1,0
53,54,53,61,48,44,14,30,17,69,140,1,0
49,49,44,54,39,25,29,3,35,41,110,1,0
55,53,43,56,42,75,64,78,71,23,172,1,1
49,45,44,42,42,38,30,34,32,2,125,1,0
47,48,43,52,70,56,43,11,83,84,121,1,1
54,53,58,52,53,47,34,57,40,63,97,1,0
62,58,45,67,44,91,76,70,42,48,145,1,1
51,52,40,54,52,33,16,12,35,59,85,1,0
55,52,56,51,54,95,65,28,28,84,130,1,1
54,47,60,55,52,86,34,37,35,51,136,1,1
45,54,56,58,38,63,33,41,33,33,120,1,0
63,48,56,62,50,93,30,44,65,81,150,1,1
55,60,58,72,55,82,95,80,33,14,178,1,1
60,50,53,55,55,91,5,49,64,2,148,1,0
52,68,65,61,53,87,44,85,48,37,170,1,1
78,56,62,75,60,61,4,42,39,12,136,1,0
56,59,67,64,54,79,59,33,75,70,179,1,1
53,56,58,69,38,79,85,81,15,17,161,1,1
53,55,52,50,49,38,8,53,55,36,80,1,0
61,67,67,61,78,72,29,22,82,63,63,1,0
57,46,47,48,42,82,45,17,33,24,114,1,1
59,53,58,50,40,99,62,42,14,30,142,1,1
57,50,47,48,72,58,21,67,68,60,147,1,1
39,41,43,47,44,89,13,13,50,21,107,1,1
45,52,49,47,57,43,21,41,8,32,144,1,0
58,57,58,63,53,85,47,77,52,45,177,1,1
60,62,60,61,52,78,31,51,49,38,153,1,0
69,51,48,62,53,98,7,68,76,19,169,1,1
63,52,56,66,59,86,11,48,66,84,151,1,1
58,48,55,43,50,55,67,6,27,57,173,1,1
69,55,64,75,58,99,8,14,89,54,54,1,0
43,43,50,42,40,28,10,6,17,43,104,1,0
46,53,56,51,50,13,54,51,38,0,130,1,0
56,48,47,56,50,38,68,78,48,84,151,1,1
43,56,53,57,52,59,64,35,70,100,170,1,1
54,57,62,58,52,81,68,65,31,2,158,1,1
54,47,58,58,55,67,39,67,60,91,139,1,1
50,50,51,57,50,38,36,45,59,51,144,1,1
64,46,58,57,48,90,58,88,41,52,52,1,1
66,58,52,56,52,76,54,9,64,58,125,1,1
45,52,53,41,38,23,3,8,40,24,136,1,0
56,59,51,58,48,81,67,53,34,6,143,1,1
56,57,62,56,50,64,36,21,13,85,125,1,0
57,47,60,58,44,69,17,51,55,9,154,1,0
58,67,73,60,43,78,77,35,8,21,182,1,0
57,54,53,58,57,25,25,2,61,43,103,1,0
49,47,44,46,58,68,19,10,49,7,152,1,0
45,56,60,56,49,38,43,72,37,73,119,1,1
65,53,58,57,64,60,64,6,34,19,124,1,0
53,58,55,58,53,57,69,46,70,75,150,1,1
45,62,47,45,46,49,3,44,42,8,171,1,0
50,66,53,61,52,46,55,14,51,49,49,1,0
58,64,65,56,60,56,69,57,79,5,150,1,1
46,55,54,55,34,34,76,5,12,28,88,1,0
76,62,53,69,42,95,52,10,67,21,156,1,0
67,56,65,71,57,99,6,20,80,53,84,1,0
55,54,49,49,40,55,1,11,68,29,84,1,0
52,57,55,62,52,31,48,69,47,45,166,1,1
62,50,47,57,62,71,35,11,86,53,118,1,1
53,56,65,57,54,89,40,24,75,70,143,1,1
60,56,56,70,43,83,63,70,35,70,118,1,1
58,54,56,59,49,90,50,15,87,68,68,1,1
57,56,51,63,62,74,36,82,71,64,112,1,1
48,62,54,61,43,47,36,30,43,61,99,1,0
66,66,62,72,62,60,25,43,75,33,136,1,0
63,67,64,63,68,97,42,74,80,0,130,1,0
53,47,56,50,50,29,20,21,51,51,138,1,0
49,48,47,55,52,17,14,43,42,52,104,1,0
64,54,58,58,55,57,50,61,21,57,145,1,1
73,87,70,67,62,44,10,8,72,7,169,1,0
62,46,53,58,60,94,41,42,73,31,148,1,1
54,38,50,58,54,69,58,39,51,33,116,1,1
47,50,53,55,52,53,57,54,71,2,83,1,1
65,45,44,60,54,89,44,9,74,22,193,1,1
60,50,53,60,48,30,25,40,47,71,127,1,0
56,41,45,53,52,57,46,37,49,42,114,1,1
56,40,42,52,40,58,12,55,10,1,105,1,0
68,45,56,66,55,78,64,46,51,2,154,1,1
47,48,49,46,44,44,15,16,5,27,98,1,0
57,54,49,53,57,67,36,75,53,30,164,1,1
42,48,53,49,42,29,24,10,43,2,92,1,0
58,57,65,66,54,36,64,54,75,13,176,1,0
58,51,58,52,44,97,45,11,39,39,156,1,1
50,60,58,61,74,68,29,11,73,90,132,1,0
53,56,65,54,60,68,70,54,72,27,173,1,1
43,43,50,38,54,31,4,12,27,16,115,1,0
63,67,56,55,44,78,78,26,44,58,133,1,1
53,52,51,60,42,56,71,26,53,0,143,1,0
55,58,62,58,57,88,72,35,46,23,23,1,0
43,47,40,49,49,20,12,23,29,27,142,1,0
70,60,55,57,49,84,50,21,72,96,170,1,1
50,43,56,61,49,77,43,25,8,58,91,1,0
56,41,47,58,54,43,10,30,38,27,123,1,0
58,61,44,46,44,87,60,11,27,51,158,1,1
49,54,58,52,42,59,87,71,22,30,160,1,1
62,56,56,52,54,73,2,7,75,83,144,1,0
69,58,60,61,54,97,25,73,58,55,151,1,1
53,62,60,58,64,52,56,41,50,27,164,1,0
71,53,62,62,62,7,1,5,2,0,131,1,0
50,45,52,53,53,29,72,52,46,97,170,1,1
47,56,53,53,43,70,59,31,57,0,134,1,1
58,59,60,55,62,64,72,52,69,27,145,1,1
58,55,56,61,64,74,62,55,86,13,173,1,1
56,55,58,52,65,62,51,36,75,10,162,1,0
64,56,52,59,44,98,89,96,9,21,131,1,1
52,56,53,45,39,64,24,41,51,55,139,1,1
48,54,56,65,44,62,67,71,35,30,159,1,1
58,57,60,61,65,66,54,10,78,67,149,1,1
60,58,65,58,54,43,74,72,66,12,137,1,1
52,57,56,38,46,43,3,13,43,23,106,1,0
81,56,49,63,49,83,67,37,40,19,150,1,0
59,53,56,56,57,92,39,32,73,19,130,1,1
45,64,62,56,52,51,24,56,29,77,175,1,1
46,49,56,54,57,17,17,33,36,68,158,1,0
66,53,52,64,53,51,37,5,48,40,174,1,0
58,57,46,60,55,66,37,23,65,8,144,1,0
54,59,62,55,54,36,4,30,73,62,117,1,0
43,60,62,51,50,50,79,35,72,13,181,1,1
46,43,52,46,46,15,35,44,64,11,136,1,0
64,69,50,56,49,64,78,76,73,6,153,1,1
58,63,67,67,44,55,54,69,10,30,158,1,0
